,game_id,home_team_id,visitor_team_id,pts_home,fg_pct_home,ft_pct_home,fg3_pct_home,ast_home,reb_home,pts_away,fg_pct_away,ft_pct_away,fg3_pct_away,ast_away,reb_away,date,total1,hit_over
66263,21700334,1610612752,1610612753,100.0,0.462,0.9,0.3329999999999999,18.0,45.0,105.0,0.451,0.862,0.214,19.0,42.0,2017-12-03,212.0,0
66273,21700336,1610612750,1610612746,112.0,0.4320000000000001,0.903,0.308,22.0,42.0,106.0,0.507,0.773,0.441,21.0,37.0,2017-12-03,214.5,1
66283,21700335,1610612748,1610612744,95.0,0.407,0.882,0.3779999999999999,17.0,28.0,123.0,0.56,0.75,0.3670000000000001,32.0,41.0,2017-12-03,221.5,0
66293,21700338,1610612747,1610612745,95.0,0.381,0.733,0.321,16.0,45.0,118.0,0.5,0.8240000000000001,0.3779999999999999,17.0,43.0,2017-12-03,223.0,0
66303,21700337,1610612760,1610612759,90.0,0.425,0.476,0.273,21.0,47.0,87.0,0.408,0.7390000000000001,0.286,14.0,39.0,2017-12-03,199.5,0
66313,21700341,1610612755,1610612756,101.0,0.429,1.0,0.233,23.0,47.0,115.0,0.484,0.773,0.455,25.0,46.0,2017-12-04,227.5,0
66323,21700349,1610612762,1610612764,116.0,0.5660000000000001,0.778,0.471,29.0,52.0,69.0,0.288,0.826,0.2,9.0,31.0,2017-12-04,196.5,0
66333,21700348,1610612759,1610612765,96.0,0.4270000000000001,1.0,0.452,30.0,51.0,93.0,0.412,0.625,0.296,15.0,42.0,2017-12-04,200.5,0
66343,21700347,1610612742,1610612743,122.0,0.57,0.706,0.462,26.0,42.0,105.0,0.418,0.652,0.389,25.0,49.0,2017-12-04,209.0,1
66353,21700346,1610612740,1610612744,115.0,0.495,0.6,0.41,33.0,47.0,125.0,0.517,0.7040000000000001,0.485,36.0,40.0,2017-12-04,228.5,1
66363,21700345,1610612763,1610612750,95.0,0.472,0.875,0.286,22.0,41.0,92.0,0.4429999999999999,0.947,0.235,17.0,34.0,2017-12-04,200.5,0
66373,21700344,1610612741,1610612739,91.0,0.415,0.778,0.265,21.0,43.0,113.0,0.519,0.941,0.361,22.0,46.0,2017-12-04,210.0,0
66383,21700343,1610612738,1610612749,111.0,0.551,0.789,0.455,25.0,45.0,100.0,0.449,0.875,0.429,17.0,28.0,2017-12-04,203.0,1
66393,21700342,1610612737,1610612751,90.0,0.366,0.778,0.3,18.0,38.0,110.0,0.482,0.867,0.417,29.0,52.0,2017-12-04,222.0,0
66403,21700340,1610612754,1610612752,115.0,0.535,0.8,0.423,28.0,44.0,97.0,0.44,0.688,0.261,26.0,43.0,2017-12-04,211.5,1
66413,21700339,1610612766,1610612753,104.0,0.405,0.825,0.176,17.0,52.0,94.0,0.439,0.857,0.313,24.0,40.0,2017-12-04,219.0,0
66423,21700352,1610612757,1610612764,92.0,0.41,0.762,0.444,18.0,41.0,106.0,0.472,0.7859999999999999,0.44,20.0,44.0,2017-12-05,202.5,0
66433,21700351,1610612760,1610612762,100.0,0.481,0.6920000000000001,0.222,18.0,46.0,94.0,0.43,0.7140000000000001,0.3329999999999999,18.0,35.0,2017-12-05,198.5,0
66443,21700350,1610612761,1610612756,126.0,0.478,0.885,0.417,30.0,42.0,113.0,0.493,0.789,0.375,23.0,35.0,2017-12-05,224.5,1
66453,21700354,1610612754,1610612741,98.0,0.4479999999999999,0.8,0.353,21.0,39.0,96.0,0.47,0.5,0.385,18.0,46.0,2017-12-06,207.0,0
66463,21700357,1610612752,1610612763,99.0,0.522,0.741,0.643,22.0,42.0,88.0,0.414,0.818,0.429,14.0,27.0,2017-12-06,197.0,0
66473,21700355,1610612753,1610612737,110.0,0.469,0.667,0.214,17.0,52.0,106.0,0.43,0.75,0.407,25.0,49.0,2017-12-06,215.5,1
66483,21700353,1610612739,1610612758,101.0,0.474,0.619,0.359,28.0,43.0,95.0,0.4529999999999999,0.5379999999999999,0.313,25.0,45.0,2017-12-06,210.0,0
66493,21700356,1610612738,1610612742,97.0,0.414,0.765,0.353,25.0,53.0,90.0,0.395,0.765,0.321,19.0,45.0,2017-12-06,201.5,0
66503,21700358,1610612766,1610612744,87.0,0.351,0.765,0.316,17.0,49.0,101.0,0.476,0.769,0.3670000000000001,26.0,47.0,2017-12-06,215.0,0
66513,21700359,1610612749,1610612765,104.0,0.494,0.6920000000000001,0.364,22.0,41.0,100.0,0.414,0.667,0.3329999999999999,20.0,46.0,2017-12-06,203.5,1
66523,21700360,1610612740,1610612743,123.0,0.535,0.655,0.387,28.0,49.0,114.0,0.436,0.727,0.457,22.0,40.0,2017-12-06,222.5,1
66533,21700361,1610612759,1610612748,117.0,0.529,0.857,0.52,30.0,34.0,105.0,0.542,0.75,0.529,28.0,29.0,2017-12-06,197.5,1
66543,21700362,1610612746,1610612750,107.0,0.444,0.6,0.313,23.0,43.0,113.0,0.5489999999999999,0.762,0.368,29.0,46.0,2017-12-06,210.5,1
66553,21700363,1610612755,1610612747,104.0,0.481,0.762,0.385,29.0,44.0,107.0,0.4379999999999999,0.5,0.3929999999999999,22.0,44.0,2017-12-07,222.0,0
66563,21700366,1610612762,1610612745,101.0,0.442,0.815,0.3670000000000001,17.0,32.0,112.0,0.469,0.75,0.429,22.0,46.0,2017-12-07,211.0,1
66573,21700365,1610612751,1610612760,100.0,0.4379999999999999,0.633,0.297,24.0,49.0,95.0,0.3879999999999999,0.522,0.292,18.0,54.0,2017-12-07,215.5,0
66583,21700364,1610612756,1610612764,99.0,0.462,0.7140000000000001,0.304,22.0,42.0,109.0,0.506,0.76,0.381,25.0,38.0,2017-12-07,213.5,0
66593,21700369,1610612754,1610612739,106.0,0.442,0.625,0.385,21.0,49.0,102.0,0.435,0.773,0.306,23.0,44.0,2017-12-08,221.5,0
66603,21700370,1610612753,1610612743,89.0,0.3979999999999999,0.7829999999999999,0.238,18.0,42.0,103.0,0.494,0.813,0.286,21.0,44.0,2017-12-08,217.5,0
66613,21700371,1610612763,1610612761,107.0,0.5,0.727,0.3329999999999999,24.0,35.0,116.0,0.474,0.879,0.419,21.0,36.0,2017-12-08,202.0,1
66623,21700373,1610612740,1610612758,109.0,0.461,0.895,0.357,19.0,35.0,116.0,0.485,0.643,0.433,21.0,46.0,2017-12-08,208.5,1
66633,21700374,1610612759,1610612738,105.0,0.469,0.875,0.296,16.0,46.0,102.0,0.4579999999999999,0.882,0.289,14.0,39.0,2017-12-08,197.5,1
66643,21700368,1610612765,1610612744,98.0,0.413,0.526,0.444,20.0,49.0,102.0,0.481,0.773,0.2689999999999999,29.0,45.0,2017-12-08,211.5,0
66653,21700372,1610612749,1610612742,109.0,0.456,0.853,0.3329999999999999,20.0,40.0,102.0,0.467,0.846,0.417,18.0,36.0,2017-12-08,201.5,1
66663,21700367,1610612766,1610612741,111.0,0.4,0.7240000000000001,0.345,22.0,50.0,119.0,0.485,0.773,0.3329999999999999,23.0,56.0,2017-12-08,202.5,1
66673,21700378,1610612737,1610612753,117.0,0.513,0.72,0.515,33.0,40.0,110.0,0.489,0.875,0.382,39.0,39.0,2017-12-09,208.0,1
66683,21700375,1610612746,1610612764,113.0,0.488,0.875,0.4379999999999999,22.0,33.0,112.0,0.512,0.652,0.406,33.0,44.0,2017-12-09,205.0,1
66693,21700379,1610612739,1610612755,105.0,0.48,0.76,0.483,26.0,33.0,98.0,0.474,1.0,0.3329999999999999,31.0,39.0,2017-12-09,220.5,0
66703,21700377,1610612766,1610612747,99.0,0.441,0.643,0.32,21.0,43.0,110.0,0.506,0.7140000000000001,0.3329999999999999,24.0,46.0,2017-12-09,211.5,0
66713,21700376,1610612751,1610612748,89.0,0.407,0.8420000000000001,0.259,16.0,43.0,101.0,0.467,0.643,0.296,15.0,44.0,2017-12-09,212.0,0
66723,21700381,1610612749,1610612762,117.0,0.5429999999999999,0.846,0.412,22.0,41.0,100.0,0.434,0.703,0.348,20.0,35.0,2017-12-09,197.0,1
66733,21700382,1610612763,1610612760,101.0,0.4429999999999999,0.588,0.3939999999999999,23.0,47.0,102.0,0.391,0.581,0.353,18.0,47.0,2017-12-09,196.0,1
66743,21700384,1610612757,1610612745,117.0,0.511,0.75,0.439,19.0,33.0,124.0,0.5329999999999999,0.81,0.4,14.0,35.0,2017-12-09,217.5,1
66753,21700380,1610612741,1610612752,104.0,0.512,0.565,0.28,28.0,40.0,102.0,0.473,1.0,0.292,25.0,40.0,2017-12-09,199.5,1
66763,21700383,1610612756,1610612759,101.0,0.4379999999999999,0.8,0.28,11.0,40.0,104.0,0.46,0.72,0.316,18.0,52.0,2017-12-09,206.0,0
66773,21700390,1610612752,1610612737,111.0,0.488,0.8240000000000001,0.294,16.0,33.0,107.0,0.481,0.8,0.29,22.0,35.0,2017-12-10,206.0,1
66783,21700389,1610612740,1610612755,131.0,0.575,0.75,0.625,31.0,33.0,124.0,0.4579999999999999,0.9,0.31,26.0,47.0,2017-12-10,216.5,1
66793,21700388,1610612750,1610612742,97.0,0.5,0.7829999999999999,0.368,19.0,45.0,92.0,0.457,0.778,0.355,23.0,33.0,2017-12-10,208.5,0
66803,21700387,1610612754,1610612743,126.0,0.527,0.818,0.4,24.0,40.0,116.0,0.4529999999999999,0.813,0.405,24.0,47.0,2017-12-10,217.5,1
66813,21700385,1610612758,1610612761,87.0,0.479,0.5,0.435,15.0,42.0,102.0,0.4479999999999999,0.684,0.297,22.0,44.0,2017-12-10,207.0,0
66823,21700386,1610612765,1610612738,81.0,0.3329999999999999,0.789,0.303,14.0,46.0,91.0,0.418,0.778,0.3670000000000001,16.0,50.0,2017-12-10,202.0,0
66833,21700396,1610612746,1610612761,96.0,0.37,0.833,0.222,18.0,57.0,91.0,0.4,0.769,0.241,18.0,43.0,2017-12-11,215.0,0
66843,21700395,1610612744,1610612757,111.0,0.55,0.765,0.5,26.0,42.0,104.0,0.42,0.92,0.25,14.0,39.0,2017-12-11,217.5,0
66853,21700394,1610612760,1610612766,103.0,0.412,0.96,0.346,16.0,39.0,116.0,0.531,0.708,0.52,22.0,41.0,2017-12-11,207.0,1
66863,21700393,1610612763,1610612748,82.0,0.389,0.667,0.296,17.0,31.0,107.0,0.561,0.792,0.519,24.0,35.0,2017-12-11,194.0,0
66873,21700392,1610612745,1610612740,130.0,0.545,0.68,0.3779999999999999,30.0,36.0,123.0,0.5760000000000001,0.5379999999999999,0.545,32.0,41.0,2017-12-11,227.0,1
66883,21700391,1610612741,1610612738,108.0,0.481,0.72,0.414,23.0,46.0,85.0,0.3979999999999999,0.643,0.25,22.0,46.0,2017-12-11,193.0,0
66893,21700397,1610612739,1610612737,123.0,0.5579999999999999,0.7,0.526,35.0,37.0,114.0,0.467,0.923,0.444,26.0,37.0,2017-12-12,215.0,1
66903,21700398,1610612765,1610612743,84.0,0.354,0.8640000000000001,0.36,17.0,40.0,103.0,0.506,0.929,0.3329999999999999,27.0,44.0,2017-12-12,211.0,0
66913,21700399,1610612752,1610612747,113.0,0.475,0.727,0.409,25.0,49.0,109.0,0.412,0.8,0.371,24.0,52.0,2017-12-12,211.5,1
66923,21700400,1610612751,1610612764,103.0,0.405,0.758,0.233,26.0,53.0,98.0,0.4,0.818,0.182,18.0,49.0,2017-12-12,214.0,0
66933,21700401,1610612750,1610612755,112.0,0.407,0.7040000000000001,0.172,19.0,50.0,118.0,0.5,0.8440000000000001,0.423,32.0,52.0,2017-12-12,215.5,1
66943,21700403,1610612758,1610612756,99.0,0.4270000000000001,0.727,0.318,21.0,45.0,92.0,0.411,0.7859999999999999,0.2189999999999999,22.0,45.0,2017-12-12,210.0,0
66953,21700402,1610612742,1610612759,95.0,0.4270000000000001,0.833,0.375,17.0,49.0,89.0,0.402,0.632,0.25,20.0,49.0,2017-12-12,200.5,0
66963,21700404,1610612754,1610612760,95.0,0.449,0.667,0.355,18.0,42.0,100.0,0.409,0.625,0.4479999999999999,26.0,52.0,2017-12-13,213.0,0
66973,21700405,1610612753,1610612746,95.0,0.42,0.5710000000000001,0.3329999999999999,24.0,45.0,106.0,0.4429999999999999,0.8,0.462,25.0,51.0,2017-12-13,210.5,0
66983,21700407,1610612738,1610612743,124.0,0.595,0.792,0.44,29.0,30.0,118.0,0.495,0.731,0.321,22.0,48.0,2017-12-13,208.5,1
66993,21700408,1610612748,1610612757,95.0,0.472,0.609,0.433,19.0,36.0,102.0,0.5,0.87,0.357,14.0,33.0,2017-12-13,203.5,0
67003,21700406,1610612764,1610612763,93.0,0.4679999999999999,0.5,0.409,21.0,44.0,87.0,0.3829999999999999,0.938,0.357,18.0,47.0,2017-12-13,200.0,0
67013,21700410,1610612740,1610612749,115.0,0.563,0.8,0.52,35.0,41.0,108.0,0.4629999999999999,0.632,0.296,23.0,38.0,2017-12-13,218.0,1
67023,21700411,1610612756,1610612761,109.0,0.446,0.794,0.3329999999999999,20.0,41.0,115.0,0.435,0.8390000000000001,0.346,16.0,45.0,2017-12-13,221.0,1
67033,21700412,1610612745,1610612766,108.0,0.4429999999999999,0.684,0.3779999999999999,24.0,45.0,96.0,0.414,0.741,0.19,14.0,56.0,2017-12-13,219.0,0
67043,21700409,1610612741,1610612762,103.0,0.441,0.667,0.412,21.0,46.0,100.0,0.462,1.0,0.3,24.0,48.0,2017-12-13,196.0,1
67053,21700417,1610612744,1610612742,112.0,0.603,0.778,0.5,35.0,41.0,97.0,0.451,0.765,0.345,25.0,31.0,2017-12-14,210.5,0
67063,21700416,1610612750,1610612758,119.0,0.561,0.85,0.476,29.0,39.0,96.0,0.414,0.833,0.424,24.0,42.0,2017-12-14,202.0,1
67073,21700415,1610612739,1610612747,121.0,0.5,0.8,0.417,32.0,39.0,112.0,0.495,0.643,0.29,33.0,49.0,2017-12-14,220.5,1
67083,21700414,1610612751,1610612752,104.0,0.446,0.7829999999999999,0.286,21.0,43.0,111.0,0.461,0.8640000000000001,0.5,23.0,40.0,2017-12-14,213.0,1
67093,21700413,1610612737,1610612765,91.0,0.457,0.615,0.355,28.0,34.0,105.0,0.456,0.833,0.433,26.0,46.0,2017-12-14,205.5,0
67103,21700418,1610612766,1610612748,98.0,0.41,0.741,0.37,21.0,42.0,104.0,0.5,0.882,0.355,25.0,40.0,2017-12-15,203.5,0
67113,21700421,1610612755,1610612760,117.0,0.44,0.8,0.283,35.0,50.0,119.0,0.416,0.526,0.429,28.0,60.0,2017-12-15,213.5,1
67123,21700419,1610612754,1610612765,98.0,0.402,0.76,0.3,21.0,51.0,104.0,0.419,0.765,0.406,22.0,44.0,2017-12-15,208.0,0
67133,21700420,1610612753,1610612757,88.0,0.381,0.737,0.345,15.0,45.0,95.0,0.43,0.867,0.444,18.0,45.0,2017-12-15,208.5,0
67143,21700422,1610612764,1610612746,100.0,0.4429999999999999,0.652,0.226,21.0,50.0,91.0,0.384,0.621,0.292,17.0,47.0,2017-12-15,208.5,0
67153,21700423,1610612738,1610612762,95.0,0.407,0.8420000000000001,0.29,20.0,31.0,107.0,0.482,0.778,0.52,19.0,55.0,2017-12-15,197.0,1
67163,21700425,1610612763,1610612737,96.0,0.462,0.706,0.48,21.0,43.0,94.0,0.442,0.875,0.387,27.0,35.0,2017-12-15,199.0,0
67173,21700426,1610612749,1610612741,109.0,0.482,0.69,0.273,24.0,43.0,115.0,0.488,0.657,0.364,24.0,50.0,2017-12-15,205.0,1
67183,21700427,1610612743,1610612740,117.0,0.46,0.643,0.444,30.0,48.0,111.0,0.473,0.7140000000000001,0.441,27.0,42.0,2017-12-15,222.0,1
67193,21700428,1610612745,1610612759,124.0,0.473,0.8,0.36,20.0,45.0,109.0,0.489,0.5379999999999999,0.385,22.0,39.0,2017-12-15,214.5,1
67203,21700424,1610612761,1610612751,120.0,0.557,0.556,0.25,26.0,45.0,87.0,0.421,0.8420000000000001,0.304,15.0,37.0,2017-12-15,218.0,0
67213,21700432,1610612748,1610612746,90.0,0.3779999999999999,0.762,0.3429999999999999,22.0,37.0,85.0,0.4379999999999999,0.5,0.286,18.0,46.0,2017-12-16,205.5,0
67223,21700436,1610612763,1610612738,93.0,0.405,0.882,0.412,18.0,38.0,102.0,0.488,0.7140000000000001,0.467,21.0,42.0,2017-12-16,195.0,0
67233,21700435,1610612759,1610612742,98.0,0.4529999999999999,0.833,0.2,14.0,41.0,96.0,0.488,0.889,0.357,23.0,38.0,2017-12-16,198.0,0
67243,21700434,1610612750,1610612756,106.0,0.421,0.708,0.3329999999999999,21.0,31.0,108.0,0.4579999999999999,0.8859999999999999,0.4579999999999999,22.0,52.0,2017-12-16,217.5,0
67253,21700433,1610612745,1610612749,115.0,0.461,0.81,0.314,16.0,38.0,111.0,0.4629999999999999,0.818,0.296,17.0,40.0,2017-12-16,221.5,1
67263,21700431,1610612752,1610612760,111.0,0.551,0.8079999999999999,0.609,21.0,35.0,96.0,0.424,0.6,0.444,18.0,42.0,2017-12-16,202.0,1
67273,21700430,1610612739,1610612762,109.0,0.532,0.882,0.455,30.0,41.0,100.0,0.457,0.643,0.5,24.0,38.0,2017-12-16,212.0,0
67283,21700429,1610612766,1610612757,91.0,0.344,0.643,0.226,18.0,51.0,93.0,0.4679999999999999,0.5,0.417,19.0,47.0,2017-12-16,205.0,0
67293,21700438,1610612765,1610612753,114.0,0.472,0.813,0.5,27.0,39.0,110.0,0.482,0.647,0.515,27.0,40.0,2017-12-17,204.5,1
67303,21700439,1610612751,1610612754,97.0,0.42,0.81,0.364,26.0,29.0,109.0,0.5660000000000001,0.789,0.444,21.0,43.0,2017-12-17,219.5,0
67313,21700437,1610612761,1610612758,108.0,0.424,0.821,0.433,20.0,46.0,93.0,0.469,0.75,0.423,25.0,32.0,2017-12-17,203.0,0
67323,21700440,1610612764,1610612739,99.0,0.429,0.563,0.364,20.0,51.0,106.0,0.471,0.833,0.412,24.0,42.0,2017-12-17,216.0,0
67333,21700444,1610612741,1610612755,117.0,0.478,0.8420000000000001,0.4639999999999999,27.0,39.0,115.0,0.484,0.722,0.424,30.0,47.0,2017-12-18,209.5,1
67343,21700441,1610612766,1610612752,109.0,0.489,0.875,0.45,30.0,47.0,91.0,0.419,0.8,0.1669999999999999,21.0,37.0,2017-12-18,206.0,0
67353,21700442,1610612754,1610612738,111.0,0.4679999999999999,0.789,0.3329999999999999,14.0,38.0,112.0,0.557,0.5710000000000001,0.615,26.0,38.0,2017-12-18,206.5,1
67363,21700443,1610612737,1610612748,110.0,0.4579999999999999,0.8390000000000001,0.364,25.0,39.0,104.0,0.456,0.833,0.28,19.0,42.0,2017-12-18,201.5,1
67373,21700445,1610612745,1610612762,120.0,0.519,0.852,0.395,25.0,52.0,99.0,0.462,0.875,0.296,17.0,32.0,2017-12-18,216.5,1
67383,21700446,1610612750,1610612757,108.0,0.462,0.81,0.368,19.0,32.0,107.0,0.5479999999999999,1.0,0.417,26.0,40.0,2017-12-18,207.5,1
67393,21700447,1610612760,1610612743,95.0,0.481,0.667,0.292,13.0,40.0,94.0,0.43,0.667,0.324,21.0,45.0,2017-12-18,211.5,0
67403,21700448,1610612742,1610612756,91.0,0.364,0.941,0.297,21.0,42.0,97.0,0.4429999999999999,0.773,0.4,17.0,49.0,2017-12-18,209.0,0
67413,21700449,1610612759,1610612746,109.0,0.488,0.8,0.375,22.0,45.0,91.0,0.44,0.5,0.31,21.0,42.0,2017-12-18,199.5,1
67423,21700450,1610612747,1610612744,114.0,0.446,0.629,0.4,23.0,45.0,116.0,0.402,0.905,0.324,25.0,61.0,2017-12-18,219.0,1
67433,21700453,1610612749,1610612739,119.0,0.524,0.815,0.379,27.0,40.0,116.0,0.5,0.833,0.39,26.0,37.0,2017-12-19,215.0,1
67443,21700452,1610612764,1610612740,116.0,0.5,0.7140000000000001,0.4,29.0,44.0,106.0,0.425,0.825,0.25,20.0,42.0,2017-12-19,216.5,1
67453,21700451,1610612755,1610612758,95.0,0.42,0.708,0.286,21.0,53.0,101.0,0.451,0.522,0.259,21.0,39.0,2017-12-19,207.0,0
67463,21700459,1610612745,1610612747,116.0,0.411,0.7809999999999999,0.405,19.0,47.0,122.0,0.471,0.628,0.429,27.0,47.0,2017-12-20,225.5,1
67473,21700456,1610612738,1610612748,89.0,0.375,0.762,0.406,18.0,44.0,90.0,0.44,0.56,0.357,23.0,46.0,2017-12-20,200.0,0
67483,21700457,1610612751,1610612758,99.0,0.39,0.87,0.357,15.0,38.0,104.0,0.488,0.85,0.368,14.0,48.0,2017-12-20,207.0,0
67493,21700458,1610612741,1610612753,112.0,0.506,0.929,0.344,31.0,51.0,94.0,0.3929999999999999,0.826,0.185,23.0,35.0,2017-12-20,210.0,0
67503,21700454,1610612766,1610612761,111.0,0.4589999999999999,0.743,0.304,21.0,39.0,129.0,0.5379999999999999,0.833,0.485,35.0,43.0,2017-12-20,212.0,1
67513,21700460,1610612760,1610612762,107.0,0.519,0.8640000000000001,0.348,23.0,42.0,79.0,0.356,0.741,0.226,13.0,39.0,2017-12-20,196.5,0
67523,21700455,1610612737,1610612754,95.0,0.4320000000000001,0.85,0.276,27.0,43.0,105.0,0.488,0.947,0.3329999999999999,19.0,37.0,2017-12-20,213.5,0
67533,21700462,1610612743,1610612750,104.0,0.5,0.792,0.4639999999999999,27.0,42.0,112.0,0.494,0.947,0.3329999999999999,28.0,37.0,2017-12-20,215.5,1
67543,21700463,1610612757,1610612759,91.0,0.396,0.643,0.24,18.0,37.0,93.0,0.519,0.833,0.353,17.0,53.0,2017-12-20,198.5,0
67553,21700464,1610612744,1610612763,97.0,0.4589999999999999,0.88,0.3329999999999999,26.0,44.0,84.0,0.3329999999999999,0.8420000000000001,0.387,20.0,41.0,2017-12-20,205.5,0
67563,21700465,1610612746,1610612756,108.0,0.471,0.667,0.3329999999999999,22.0,50.0,95.0,0.361,0.895,0.2289999999999999,22.0,50.0,2017-12-20,215.5,0
67573,21700461,1610612742,1610612765,110.0,0.5329999999999999,0.8,0.467,22.0,37.0,93.0,0.429,0.909,0.292,19.0,38.0,2017-12-20,197.0,1
67583,21700466,1610612739,1610612741,115.0,0.512,0.8640000000000001,0.414,25.0,35.0,112.0,0.5529999999999999,0.75,0.387,34.0,35.0,2017-12-21,216.0,1
67593,21700467,1610612755,1610612761,109.0,0.523,0.7140000000000001,0.31,27.0,40.0,114.0,0.412,0.914,0.3429999999999999,18.0,45.0,2017-12-21,217.5,1
67603,21700468,1610612752,1610612738,102.0,0.456,0.846,0.5710000000000001,13.0,49.0,93.0,0.384,0.737,0.342,17.0,35.0,2017-12-21,203.5,0
67613,21700470,1610612762,1610612759,100.0,0.4589999999999999,0.833,0.462,18.0,41.0,89.0,0.436,0.688,0.476,14.0,38.0,2017-12-21,195.0,0
67623,21700469,1610612756,1610612763,97.0,0.407,0.778,0.385,21.0,44.0,95.0,0.433,0.75,0.192,15.0,50.0,2017-12-21,202.5,0
67633,21700473,1610612751,1610612764,119.0,0.5,0.81,0.341,29.0,60.0,84.0,0.366,0.733,0.25,22.0,35.0,2017-12-22,215.0,0
67643,21700479,1610612744,1610612747,113.0,0.494,0.815,0.292,24.0,42.0,106.0,0.426,0.682,0.379,22.0,46.0,2017-12-22,216.0,1
67653,21700478,1610612757,1610612743,85.0,0.422,0.563,0.273,15.0,34.0,102.0,0.494,0.733,0.28,19.0,49.0,2017-12-22,203.5,0
67663,21700477,1610612760,1610612737,120.0,0.537,0.613,0.52,24.0,40.0,117.0,0.518,0.8240000000000001,0.469,28.0,27.0,2017-12-22,203.0,1
67673,21700476,1610612749,1610612766,109.0,0.471,0.826,0.276,27.0,43.0,104.0,0.4429999999999999,0.8240000000000001,0.462,21.0,43.0,2017-12-22,209.0,1
67683,21700475,1610612745,1610612746,118.0,0.462,0.8290000000000001,0.425,16.0,43.0,128.0,0.473,0.774,0.429,24.0,38.0,2017-12-22,220.5,1
67693,21700474,1610612748,1610612742,113.0,0.639,0.833,0.64,25.0,35.0,101.0,0.507,0.727,0.486,28.0,22.0,2017-12-22,196.0,1
67703,21700472,1610612753,1610612740,97.0,0.424,0.7240000000000001,0.2,16.0,40.0,111.0,0.5,0.625,0.3329999999999999,23.0,48.0,2017-12-22,218.5,0
67713,21700471,1610612765,1610612752,104.0,0.4320000000000001,0.72,0.4,19.0,44.0,101.0,0.4539999999999999,0.833,0.3329999999999999,25.0,51.0,2017-12-22,202.0,1
67723,21700484,1610612737,1610612742,112.0,0.56,0.818,0.417,29.0,38.0,107.0,0.506,0.8,0.273,31.0,30.0,2017-12-23,203.0,1
67733,21700483,1610612764,1610612753,130.0,0.547,0.87,0.5329999999999999,29.0,49.0,103.0,0.483,0.647,0.308,17.0,28.0,2017-12-23,212.0,1
67743,21700485,1610612738,1610612741,117.0,0.478,0.81,0.375,29.0,46.0,92.0,0.395,0.68,0.368,24.0,51.0,2017-12-23,204.5,1
67753,21700481,1610612766,1610612749,111.0,0.486,0.75,0.429,22.0,43.0,106.0,0.483,0.8240000000000001,0.308,25.0,35.0,2017-12-23,207.0,1
67763,21700480,1610612761,1610612755,102.0,0.412,0.885,0.3329999999999999,18.0,43.0,86.0,0.413,0.65,0.259,19.0,41.0,2017-12-23,218.0,0
67773,21700482,1610612754,1610612751,123.0,0.522,0.792,0.435,31.0,41.0,119.0,0.429,0.76,0.444,24.0,51.0,2017-12-23,216.5,1
67783,21700486,1610612748,1610612740,94.0,0.424,0.8,0.313,18.0,38.0,109.0,0.534,0.8420000000000001,0.6,27.0,37.0,2017-12-23,209.0,0
67793,21700488,1610612762,1610612760,89.0,0.4579999999999999,0.85,0.231,16.0,37.0,103.0,0.4429999999999999,0.813,0.414,18.0,45.0,2017-12-23,197.5,0
67803,21700489,1610612744,1610612743,81.0,0.381,0.8240000000000001,0.111,25.0,38.0,96.0,0.4629999999999999,0.867,0.25,25.0,45.0,2017-12-23,217.5,0
67813,21700490,1610612756,1610612750,106.0,0.465,0.625,0.344,24.0,36.0,115.0,0.5,0.862,0.375,18.0,47.0,2017-12-23,217.0,1
67823,21700491,1610612747,1610612757,92.0,0.424,0.6,0.32,23.0,55.0,95.0,0.411,0.5,0.4,19.0,47.0,2017-12-23,201.0,0
67833,21700492,1610612758,1610612759,99.0,0.465,0.636,0.545,21.0,42.0,108.0,0.5,0.818,0.478,29.0,44.0,2017-12-23,196.0,1
67843,21700487,1610612763,1610612746,115.0,0.444,0.88,0.419,28.0,47.0,112.0,0.494,0.75,0.382,14.0,36.0,2017-12-23,197.5,1
67853,21700497,1610612747,1610612750,104.0,0.435,0.7,0.3329999999999999,21.0,37.0,121.0,0.583,0.857,0.344,30.0,42.0,2017-12-25,216.0,1
67863,21700496,1610612760,1610612745,112.0,0.544,0.7829999999999999,0.444,21.0,40.0,107.0,0.4320000000000001,0.8059999999999999,0.324,23.0,38.0,2017-12-25,219.5,0
67873,21700495,1610612738,1610612764,103.0,0.481,0.647,0.483,20.0,45.0,111.0,0.462,0.679,0.231,26.0,47.0,2017-12-25,210.5,1
67883,21700494,1610612744,1610612739,99.0,0.4629999999999999,0.765,0.27,28.0,47.0,92.0,0.318,0.84,0.417,12.0,50.0,2017-12-25,216.0,0
67893,21700493,1610612752,1610612755,98.0,0.4039999999999999,0.643,0.267,18.0,45.0,105.0,0.4270000000000001,0.833,0.357,21.0,48.0,2017-12-25,211.5,0
67903,21700501,1610612749,1610612741,106.0,0.47,0.75,0.3229999999999999,23.0,41.0,115.0,0.4370000000000001,0.6,0.357,26.0,47.0,2017-12-26,210.5,1
67913,21700500,1610612748,1610612753,107.0,0.451,0.8240000000000001,0.3329999999999999,22.0,53.0,89.0,0.407,0.818,0.25,14.0,42.0,2017-12-26,204.5,0
67923,21700502,1610612759,1610612751,109.0,0.513,0.833,0.4379999999999999,18.0,43.0,97.0,0.419,0.778,0.375,23.0,45.0,2017-12-26,207.0,0
